band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming,final_genre,genre_status,genre_source,filter_slugs,ma_search_url
Extinct,In Conspiracies We Trust,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,Thrash Metal,https://heavymetalbest.com/album/extinct/in-conspiracies-we-trust?albumId=qqAYe4l9PZzgd9mfiiTe,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Conspiracies-We-Trust-full-length_1776958885299_200_200.webp?alt=media&token=2552a554-14f0-408d-86d8-db7ea01a2633,qqAYe4l9PZzgd9mfiiTe,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Extinct&type=band_name
Mandrágora Negra,Gerrero inmortal,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,Heavy Metal,https://heavymetalbest.com/album/mandrágora-negra/gerrero-inmortal?albumId=F5hh3wZGPqzpFjSlfKO3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGerrero-inmortal-full-length_1776959026510_200_200.webp?alt=media&token=f829ef49-e82b-4706-a51d-c2fee3bd0b27,F5hh3wZGPqzpFjSlfKO3,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Mandr%C3%A1gora%20Negra&type=band_name
Prolapsed,Apex of Excruciation,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,,https://heavymetalbest.com/album/prolapsed/apex-of-excruciation?albumId=EVT2Rra0LuhHpxauGLcB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FApex-of-Excruciation-full-length_1776959124427_200_200.webp?alt=media&token=d76926f2-0f96-4f3b-98fb-4b2df4589c8c,EVT2Rra0LuhHpxauGLcB,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Prolapsed&type=band_name
Mamorlis,Proving Grounds,2026-05-06,"May 6, 2026",May 2026,2026-05-06T00:00:00,Heavy Metal,https://heavymetalbest.com/album/mamorlis/proving-grounds?albumId=VnVyK3toJ4OzTlYvSRJW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FProving-Grounds-full-length_1776958996428_200_200.webp?alt=media&token=53fc0c0a-8f0b-4339-b8f3-cf9bfad4139c,VnVyK3toJ4OzTlYvSRJW,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Mamorlis&type=band_name
Grievance,Lúgubres Devaneios De Abismos E Sombras,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,Black Metal,https://heavymetalbest.com/album/grievance/lúgubres-devaneios-de-abismos-e-sombras?albumId=dRJ89ne0Hept1YEFfLFx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLúgubres-Devaneios-De-Abismos-E-Sombras-full-length_1776958983681_200_200.webp?alt=media&token=f790ca1d-8938-4bf0-96f8-be78b9a9faee,dRJ89ne0Hept1YEFfLFx,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Grievance&type=band_name
Pawitra,Pratidhi/Kontemplasi,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,,https://heavymetalbest.com/album/pawitra/pratidhi/kontemplasi?albumId=Lm4N4oqFNZK8uoEcdaJB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPratidhiKontemplasi-full-length_1776959110980_200_200.webp?alt=media&token=e22f2f6c-8f5b-4022-9439-2a076322e0dd,Lm4N4oqFNZK8uoEcdaJB,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Pawitra&type=band_name
Möhrkvlth,Gwenojennoù an ankounac'h,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,Black Metal,https://heavymetalbest.com/album/möhrkvlth/gwenojennoù-an-ankounac'h?albumId=DdvhjkJktLhC1EecFjnE,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGwenojennoù-an-ankounac'h-full-length_1776959090992_200_200.webp?alt=media&token=b732560b-6d5e-4987-97a2-b311a0b3b15b,DdvhjkJktLhC1EecFjnE,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=M%C3%B6hrkvlth&type=band_name
Sins of Shadows,The Last Frontier,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,"Groove Metal, Heavy, Power Metal, Heavy Metal, Power",https://heavymetalbest.com/album/sins-of-shadows/the-last-frontier?albumId=15Ng23IFEjeh4ovQybMA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Last-Frontier-full-length_1776959131252_200_200.webp?alt=media&token=092cf577-0935-4295-b71c-8c3ab9f717d7,15Ng23IFEjeh4ovQybMA,False,Groove Metal,verified,firebase,groove-metal,https://www.metal-archives.com/search?searchString=Sins%20of%20Shadows&type=band_name
The Last Knell,Præterhuman II: Apokathistemi,2026-05-03,"May 3, 2026",May 2026,2026-05-03T00:00:00,Black Metal,https://heavymetalbest.com/album/the-last-knell/præterhuman-ii:-apokathistemi?albumId=iSUb9IGxPHycRzZRrHCT,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPræterhuman-II-Apokathistemi-full-length_1773930960915_200_200.webp?alt=media&token=345aa219-f1c4-4b3a-b3a6-e70f725d8452,iSUb9IGxPHycRzZRrHCT,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=The%20Last%20Knell&type=band_name
Geoff Tate,Operation: Mindcrime III,2026-05-03,"May 3, 2026",May 2026,2026-05-03T00:00:00,,https://heavymetalbest.com/album/geoff-tate/operation:-mindcrime-iii?albumId=IBLGHWOB5rddY5XbYduA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOperation-Mindcrime-III-full-length_1776958927199_200_200.webp?alt=media&token=a5c42b59-47d3-4ccc-953d-d3470dbc7903,IBLGHWOB5rddY5XbYduA,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Geoff%20Tate&type=band_name
Brüle,Beltane,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Stoner, Doom Metal",https://heavymetalbest.com/album/brüle/beltane?albumId=zZuDH4ubjGEb6G5VQ6SM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBeltane-full-length_1776340821977_200_200.webp?alt=media&token=f42a377c-f20c-4d54-b912-19309a830c2b,zZuDH4ubjGEb6G5VQ6SM,False,Stoner Metal,verified,firebase,stoner-metal,https://www.metal-archives.com/search?searchString=Br%C3%BCle&type=band_name
Eveale,Enter the Woodland Realm,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/eveale/enter-the-woodland-realm?albumId=xaaECWeefSnh2K23Ydpq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEnter-the-Woodland-Realm-full-length_1776340884552_200_200.webp?alt=media&token=205de650-d518-48f1-a82b-e3eaf47867b0,xaaECWeefSnh2K23Ydpq,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Eveale&type=band_name
16,Forgeries Volume 1: 1972 - 1984,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/16/forgeries-volume-1:-1972---1984?albumId=xKYn4V1fKOJLnuRSC2YY,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FForgeries-Volume-1-1972---1984-full-length_1776280025369_200_200.webp?alt=media&token=24cc4c1a-5fb6-4de2-b5d0-8256e33a36ce,xKYn4V1fKOJLnuRSC2YY,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=16&type=band_name
Necropia,Our Kingdom Befouled,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/necropia/our-kingdom-befouled?albumId=wtzdmFeAzvHlGO0OlnU7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOur-Kingdom-Befouled-full-length_1776341005360_200_200.webp?alt=media&token=7c763c6f-88d4-41d5-bd88-577fcde45098,wtzdmFeAzvHlGO0OlnU7,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Necropia&type=band_name
Manøver,Insurrection,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Crust, Sludge Metal, Death",https://heavymetalbest.com/album/manøver/insurrection?albumId=o9Pyglx8A2V9evAiqIRJ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInsurrection-full-length_1776340973481_200_200.webp?alt=media&token=ac0468a0-cfe1-4c1d-9ca4-044269be6a6a,o9Pyglx8A2V9evAiqIRJ,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Man%C3%B8ver&type=band_name
Fyrdsman,The Free Man,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/fyrdsman/the-free-man?albumId=nIkNmyqP7E1aTjxPZV5L,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Free-Man-full-length_1776340899377_200_200.webp?alt=media&token=cbb27f64-370f-4f0b-ae9a-8d95f5817871,nIkNmyqP7E1aTjxPZV5L,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Fyrdsman&type=band_name
Malconstruct,Entanglement,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/malconstruct/entanglement?albumId=lXle6LYmXG6DDX4acKOh,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEntanglement-full-length_1776280199558_200_200.webp?alt=media&token=f6c3e13a-38f9-4096-8d37-2d3cfa34b527,lXle6LYmXG6DDX4acKOh,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Malconstruct&type=band_name
Acharniae,Scornful Liberation,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/acharniae/scornful-liberation?albumId=kqTgL6je4gpZtJvkrTyR,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FScornful-Liberation-full-length_1776958866855_200_200.webp?alt=media&token=87fb6fae-4dac-46e3-8783-ebdd7d895741,kqTgL6je4gpZtJvkrTyR,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Acharniae&type=band_name
Wandar,Tiefe Erde,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/wandar/tiefe-erde?albumId=gyl63nBLFvA6Dprzwgp6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTiefe-Erde-full-length_1776343738307_200_200.webp?alt=media&token=b67db6ec-8c1d-4c54-b462-0a36cf341660,gyl63nBLFvA6Dprzwgp6,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Wandar&type=band_name
Cage Fight,Exuvia,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Metalcore, Thrash Metal",https://heavymetalbest.com/album/cage-fight/exuvia?albumId=g3WOGThF66Q8qgqiIUyy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FExuvia-full-length_1776343973912.jpg?alt=media&token=17f6f8e2-b2ee-4175-a074-08f01628534c,g3WOGThF66Q8qgqiIUyy,False,Metalcore,verified,firebase,metalcore,https://www.metal-archives.com/search?searchString=Cage%20Fight&type=band_name
Torver,Witching Hour,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/torver/witching-hour?albumId=evJOqOMfGp7ZfyEwSp7O,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWitching-Hour-full-length_1776341137257_200_200.webp?alt=media&token=24004c41-d3ee-4108-bb01-4b9e840f630a,evJOqOMfGp7ZfyEwSp7O,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Torver&type=band_name
Lair of the Minotaur,I Hail I,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Sludge Metal, Thrash Metal, Doom, Thrash, Doom Metal",https://heavymetalbest.com/album/lair-of-the-minotaur/i-hail-i?albumId=dnLj8BGrgySkxVOARdaG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FI-Hail-I-full-length_1776343236836_200_200.webp?alt=media&token=f2ab37e5-04b5-41af-bd0f-678e42b8f6fa,dnLj8BGrgySkxVOARdaG,False,Sludge Metal,verified,firebase,sludge-metal,https://www.metal-archives.com/search?searchString=Lair%20of%20the%20Minotaur&type=band_name
Cognizance,"In Light, No Shape",2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,"https://heavymetalbest.com/album/cognizance/in-light,-no-shape?albumId=cUY3V7LIYMmFea6i8S4a","https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Light,-No-Shape-full-length_1776280042100_200_200.webp?alt=media&token=c41f544d-fdec-4dbb-9b8c-3d7f2aa06afd",cUY3V7LIYMmFea6i8S4a,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Cognizance&type=band_name
Furnace Floor,Ceremonial Passage Through Fire,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/furnace-floor/ceremonial-passage-through-fire?albumId=bNRUdbD8DCsUZZiZyQhC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCeremonial-Passage-Through-Fire-full-length_1776958898811_200_200.webp?alt=media&token=f83a50fe-d75d-416b-83b1-c9f09537d2b5,bNRUdbD8DCsUZZiZyQhC,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Furnace%20Floor&type=band_name
Vansind,Hævnen,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/vansind/hævnen?albumId=URtlwr2vXIGN220YZZ3d,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHævnen-full-length_1776280229444_200_200.webp?alt=media&token=6b121b4d-ce38-45af-943c-933c2196d16f,URtlwr2vXIGN220YZZ3d,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Vansind&type=band_name
In Malice's Wake,The Profound Darkness,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Thrash Metal,https://heavymetalbest.com/album/in-malice's-wake/the-profound-darkness?albumId=T6sROlv6wwEGmEjIDMCG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Profound-Darkness-full-length_1776280128978_200_200.webp?alt=media&token=a1e6847d-df65-4be2-85bd-f32dfc96dd0e,T6sROlv6wwEGmEjIDMCG,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=In%20Malice%27s%20Wake&type=band_name
Ysbrydnos,Welsh Mythical Darkness,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Dungeon Synth, Black Metal",https://heavymetalbest.com/album/ysbrydnos/welsh-mythical-darkness?albumId=QVpv5ATqWsDzMa5AUT7Z,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWelsh-Mythical-Darkness-full-length_1776280235009_200_200.webp?alt=media&token=30f900a0-5ae7-4dbf-9b67-538b02f5a8c4,QVpv5ATqWsDzMa5AUT7Z,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Ysbrydnos&type=band_name
Stygian Mind,The Fear Machine,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Heavy Metal,https://heavymetalbest.com/album/stygian-mind/the-fear-machine?albumId=OT9Ghu0N9ioDALQ6a9CK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Fear-Machine-full-length_1776959140212_200_200.webp?alt=media&token=1103170d-a46a-4cf3-adb8-45de5add64c4,OT9Ghu0N9ioDALQ6a9CK,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Stygian%20Mind&type=band_name
Malorshiga,Vento,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Black, Black Metal",https://heavymetalbest.com/album/malorshiga/vento?albumId=NUZh75F5ATtefCl3TcGc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVento-full-length_1776340950155_200_200.webp?alt=media&token=95adbe90-7270-432d-b4f1-b78fd501c742,NUZh75F5ATtefCl3TcGc,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Malorshiga&type=band_name
Spell,Wretched Heart,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/spell/wretched-heart?albumId=MfVBjkUtMYOQeEt9cH2u,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWretched-Heart-full-length_1776341104292_200_200.webp?alt=media&token=2510ffd0-bb66-4e5d-9f43-5191be26925f,MfVBjkUtMYOQeEt9cH2u,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Spell&type=band_name
Cobra Force,Cobra Force,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Heavy Metal,https://heavymetalbest.com/album/cobra-force/cobra-force?albumId=J1IoAy4huAgjpzrQqOq4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCobra-Force-full-length_1776958877866_200_200.webp?alt=media&token=50ea4433-50f9-4a97-a555-dfd799d44e77,J1IoAy4huAgjpzrQqOq4,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Cobra%20Force&type=band_name
Mad Butcher,Flesh & Blood - The 88 Unreleased Album,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Heavy Metal, Speed Metal, Heavy",https://heavymetalbest.com/album/mad-butcher/flesh-&-blood---the-88-unreleased-album?albumId=GBrusm2XGvoU4utmvlp5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFlesh-&-Blood---The-88-Unreleased-Album-full-length_1776280164454_200_200.webp?alt=media&token=108a1aa3-c269-4b31-8d3a-3d47c1f7ba68,GBrusm2XGvoU4utmvlp5,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Mad%20Butcher&type=band_name
Creeping Flesh,God's Acres Rife with Flesh Adorned,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Death Metal,https://heavymetalbest.com/album/creeping-flesh/god's-acres-rife-with-flesh-adorned?albumId=Fscz9xfqT5qg1J5BjfxC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGod's-Acres-Rife-with-Flesh-Adorned-full-length_1776340858695_200_200.webp?alt=media&token=380fc5d7-d738-497a-9618-27c3071598ef,Fscz9xfqT5qg1J5BjfxC,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Creeping%20Flesh&type=band_name
Kingsmash,The Heart Remains at Home,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/kingsmash/the-heart-remains-at-home?albumId=Diesqt1Zjo2JksqaRKAW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Heart-Remains-at-Home-full-length_1776340930972_200_200.webp?alt=media&token=e89787ac-da6f-4734-990d-c695c6f660cf,Diesqt1Zjo2JksqaRKAW,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Kingsmash&type=band_name
Some Pills for Ayala,Incarnate,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/some-pills-for-ayala/incarnate?albumId=9PgpDIlLfiKjebkzqXeS,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIncarnate-full-length_1776341072062_200_200.webp?alt=media&token=5de08018-20a7-48a4-b490-63787641c8f1,9PgpDIlLfiKjebkzqXeS,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Some%20Pills%20for%20Ayala&type=band_name
Crimson Steel,Show No Fear,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/crimson-steel/show-no-fear?albumId=8osy68YmY9APNOSnLHVV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FShow-No-Fear-full-length_1776340869939_200_200.webp?alt=media&token=5fc3940c-fd4b-4f79-89a2-3e9256346740,8osy68YmY9APNOSnLHVV,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Crimson%20Steel&type=band_name
Jesus Crustus,El Crustadore,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Sludge Metal, Death",https://heavymetalbest.com/album/jesus-crustus/el-crustadore?albumId=3Hu3XGUAcu7t9RGJka3d,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEl-Crustadore-full-length_1776340916783_200_200.webp?alt=media&token=7780887c-292c-41c9-9946-61f16f5f5c4a,3Hu3XGUAcu7t9RGJka3d,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Jesus%20Crustus&type=band_name
Devenial Verdict,Old Blood - Fresh Wounds,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Avant-garde Death Metal",https://heavymetalbest.com/album/devenial-verdict/old-blood---fresh-wounds?albumId=215wB17SVImeaImnRis2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOld-Blood---Fresh-Wounds-full-length_1776280082265_200_200.webp?alt=media&token=f6d0cd46-0081-4ed5-974c-196ab642f12f,215wB17SVImeaImnRis2,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Devenial%20Verdict&type=band_name
Ashen Horde,The Harvest,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/ashen-horde/the-harvest?albumId=15yBpxjUhkKHrVAbxTzV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Harvest-full-length_1776340775770_200_200.webp?alt=media&token=4100376d-f631-4440-ae82-dba5b992ae84,15yBpxjUhkKHrVAbxTzV,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Ashen%20Horde&type=band_name
The Archest,Hymnus Regni Mortuorum,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Gothic, Doom Metal",https://heavymetalbest.com/album/the-archest/hymnus-regni-mortuorum?albumId=mwwdxRAimBa8ZjFQRw1R,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHymnus-Regni-Mortuorum-full-length_1776271374636_200_200.webp?alt=media&token=01cec42e-e3da-4ad3-873d-87377c2012b6,mwwdxRAimBa8ZjFQRw1R,False,Gothic Metal,verified,firebase,gothic-metal,https://www.metal-archives.com/search?searchString=The%20Archest&type=band_name
Atronos,Gram,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Black Metal,https://heavymetalbest.com/album/atronos/gram?albumId=IoaOMm2o750l7Pot1YN4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGram-full-length_1776271097386_200_200.webp?alt=media&token=3bb6f153-63f5-4d81-bff6-ffc72c834a65,IoaOMm2o750l7Pot1YN4,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Atronos&type=band_name
Hajduk,Хвърковата чета,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Black Metal,https://heavymetalbest.com/album/hajduk/хвърковата-чета?albumId=C66sVNaxBZKozUcoDiAo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FХвърковата-чета-full-length_1776271228277_200_200.webp?alt=media&token=85fd5cc0-4a62-4ea6-b26b-bd973e58a37f,C66sVNaxBZKozUcoDiAo,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Hajduk&type=band_name
Grond,The Temple,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Death Metal,https://heavymetalbest.com/album/grond/the-temple?albumId=9cXXVAEwAfqG5glG4uax,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Temple-full-length_1776271207272_200_200.webp?alt=media&token=69642d41-ed00-47e2-86ef-41374e61e1ca,9cXXVAEwAfqG5glG4uax,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Grond&type=band_name
Sorcières,La nuit des temps,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Folk Metal, Black, Black Metal",https://heavymetalbest.com/album/sorcières/la-nuit-des-temps?albumId=8EjcRRbtw7z5MJubgURW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLa-nuit-des-temps-full-length_1776271356427_200_200.webp?alt=media&token=d5f627b2-c113-465c-962c-43b5c76bca54,8EjcRRbtw7z5MJubgURW,False,Folk Metal,verified,firebase,folk-metal,https://www.metal-archives.com/search?searchString=Sorci%C3%A8res&type=band_name
Metall,Chasing the Truth,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Heavy Metal, Heavy, Power Metal",https://heavymetalbest.com/album/metall/chasing-the-truth?albumId=5ETHDQFEhmbNMpA4qJz7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FChasing-the-Truth-full-length_1776280219848_200_200.webp?alt=media&token=ca358612-d961-42eb-a57b-db717fac35bc,5ETHDQFEhmbNMpA4qJz7,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Metall&type=band_name
