band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming
Saasta,Cesspool,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Doom Metal, Doom",https://heavymetalbest.com/album/saasta/cesspool?albumId=bajCb1r8wgsQQhw0dgYO,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCesspool-full-length_1776976383584_200_200.webp?alt=media&token=dcc5cb73-40c5-421a-85a2-396fef6c1742,bajCb1r8wgsQQhw0dgYO,False
Madvice,L'ottavo giorno,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/madvice/l'ottavo-giorno?albumId=ZFbl8iA0T1MSXQbCtRHM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FL'ottavo-giorno-full-length_1777045886968_200_200.webp?alt=media&token=46b9e6bc-d751-4de9-bc2c-e73b73ce8e3e,ZFbl8iA0T1MSXQbCtRHM,False
laCasta,Olibanvm,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Hardcore, Black Metal",https://heavymetalbest.com/album/lacasta/olibanvm?albumId=VDf8Sq9QR3pAhVCrzf8e,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOlibanvm-full-length_1777045864442_200_200.webp?alt=media&token=1aa1a72b-2282-44b1-b283-cad93b51f518,VDf8Sq9QR3pAhVCrzf8e,False
Aghalmar,Ruin,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/aghalmar/ruin?albumId=U2ZAnqeEyligNLviQwRp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRuin-full-length_1777045594036_200_200.webp?alt=media&token=0f01018a-7e79-44d0-8cf5-d60391ae1a88,U2ZAnqeEyligNLviQwRp,False
Ascended Master,Crepuscular Gloom,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Black Metal, Thrash Metal, Death Metal, Thrash, Death",https://heavymetalbest.com/album/ascended-master/crepuscular-gloom?albumId=TJ6gedQyCJy8adkayKqD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCrepuscular-Gloom-full-length_1777045607477_200_200.webp?alt=media&token=49006c6d-04f2-446f-bbfa-39d1509b90a4,TJ6gedQyCJy8adkayKqD,False
Wormlord,Choices,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Death Metal,https://heavymetalbest.com/album/wormlord/choices?albumId=PXo1T6VJea5ftvVhAhE3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FChoices-full-length_1776976583593_200_200.webp?alt=media&token=5cb3e5da-72d5-4b7e-aaff-8ddbae44590e,PXo1T6VJea5ftvVhAhE3,False
Frozen Soul,No Place of Warmth,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Death Metal,https://heavymetalbest.com/album/frozen-soul/no-place-of-warmth?albumId=OjKdPlSTSBGxtbrLB57G,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNo-Place-of-Warmth-full-length_1776976238545_200_200.webp?alt=media&token=71a22a65-85fa-4ca8-a66a-cc7913949083,OjKdPlSTSBGxtbrLB57G,False
Sense of Fear,Infernal Decay,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/sense-of-fear/infernal-decay?albumId=LazJkYvGgo1IEEzlt2EQ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInfernal-Decay-full-length_1776976496275_200_200.webp?alt=media&token=dba21a9b-fe8d-4f12-b4c8-11e1f9da1436,LazJkYvGgo1IEEzlt2EQ,False
Clairvoyant,Eternal Victory,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/clairvoyant/eternal-victory?albumId=HiVTzZgPkzH4zUzLW5js,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEternal-Victory-full-length_1777045635782_200_200.webp?alt=media&token=2065c51e-1598-4f63-926f-630a46389064,HiVTzZgPkzH4zUzLW5js,False
Harms,Rebirth of the Cold,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/harms/rebirth-of-the-cold?albumId=GbbkUfdjiHcjfv7UCQdb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRebirth-of-the-Cold-full-length_1776976274218_200_200.webp?alt=media&token=5469cac3-0520-40e4-9a9a-13efe0075da5,GbbkUfdjiHcjfv7UCQdb,False
Teramaze,The Silent Architect,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Progressive Metal, Rock",https://heavymetalbest.com/album/teramaze/the-silent-architect?albumId=FyHckVZnqe0ZRlEualzG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Silent-Architect-full-length_1776976513000_200_200.webp?alt=media&token=b04122a6-69ff-4616-a825-b3f9270dad0d,FyHckVZnqe0ZRlEualzG,False
Rexoria,Fallen Dimension,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Melodic Heavy, Power Metal",https://heavymetalbest.com/album/rexoria/fallen-dimension?albumId=Euh2JSKgQjRbqWOTGlbN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFallen-Dimension-full-length_1776976370672_200_200.webp?alt=media&token=4f6c688a-456f-4558-8b1a-b4dff898ae88,Euh2JSKgQjRbqWOTGlbN,False
Voidthrone,Dreaming Rat,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Black, Black Metal",https://heavymetalbest.com/album/voidthrone/dreaming-rat?albumId=Be9icLApNYOa5D2DzyB8,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDreaming-Rat-full-length_1776976568723_200_200.webp?alt=media&token=4570607e-3475-4502-bc52-6864132a6ad3,Be9icLApNYOa5D2DzyB8,False
The Quill,Master of the Skies,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Heavy Metal, Heavy, Stoner Metal",https://heavymetalbest.com/album/the-quill/master-of-the-skies?albumId=B7YCWw9GlCBl2FC16UIF,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMaster-of-the-Skies-full-length_1776976541472_200_200.webp?alt=media&token=1c775b9d-40e4-48f6-9d77-814dabba5a76,B7YCWw9GlCBl2FC16UIF,False
Conjuring,Memento Mori,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Black Metal,https://heavymetalbest.com/album/conjuring/memento-mori?albumId=ASTwPL6ShgdXkmf46Blb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMemento-Mori-full-length_1777045678775_200_200.webp?alt=media&token=cd8bff59-68cf-428c-9870-be9157a548bb,ASTwPL6ShgdXkmf46Blb,False
Vile Desolation,Annihilating the Consciousness,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/vile-desolation/annihilating-the-consciousness?albumId=9MF7isnh3HrWVWlDNhCX,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAnnihilating-the-Consciousness-full-length_1776976549346_200_200.webp?alt=media&token=ccc1f134-a233-4c7b-b53c-a990b19294b4,9MF7isnh3HrWVWlDNhCX,False
Sabotør,Første aksjon,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/sabotør/første-aksjon?albumId=7tnVnH3aCMsjNBAaEUJA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFørste-aksjon-full-length_1776976396892_200_200.webp?alt=media&token=85be40ec-52f4-4753-8855-11fdc24a0811,7tnVnH3aCMsjNBAaEUJA,False
Galibot,Catabase,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Black Metal,https://heavymetalbest.com/album/galibot/catabase?albumId=6OJhUfnGm8gDof7xwR5V,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCatabase-full-length_1776976245054_200_200.webp?alt=media&token=3507be31-6131-4eb4-9e48-45078fab31f2,6OJhUfnGm8gDof7xwR5V,False
Old Moon,Home to Nowhere,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/old-moon/home-to-nowhere?albumId=6J0lCDhxIwRsdZoNTal8,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHome-to-Nowhere-full-length_1776959102840_200_200.webp?alt=media&token=e734cea2-aeee-440e-9222-f463f5642cb0,6J0lCDhxIwRsdZoNTal8,False
A Forest of Stars,Stack Overflow in Corpse Pile Interface,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/a-forest-of-stars/stack-overflow-in-corpse-pile-interface?albumId=5CgXxkrI8KqwVLqCGCDH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStack-Overflow-in-Corpse-Pile-Interface-full-length_1776976157189_200_200.webp?alt=media&token=c66c2403-6e0a-443e-94a2-6c5dd1247638,5CgXxkrI8KqwVLqCGCDH,False
Epilog,Digital Afterlife,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/epilog/digital-afterlife?albumId=4zoCH1cR5e1Z4hfTQM8w,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDigital-Afterlife-full-length_1777045740573_200_200.webp?alt=media&token=bb1f911f-5cd5-40b6-b35c-bcc11221f2b1,4zoCH1cR5e1Z4hfTQM8w,False
Climate of Despair,Crawl Space Detention Center,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Doom Metal,https://heavymetalbest.com/album/climate-of-despair/crawl-space-detention-center?albumId=4Ims2ysl1HijfYqGbFnM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCrawl-Space-Detention-Center-full-length_1777045655241_200_200.webp?alt=media&token=51a8237d-fac4-4398-8c44-23904fb34e84,4Ims2ysl1HijfYqGbFnM,False
Panopticon,Det hjemsøkte hjertet,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/panopticon/det-hjemsøkte-hjertet?albumId=3Rhvm6xHVC8x6TREoCfu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDet-hjemsøkte-hjertet-full-length_1777045919815_200_200.webp?alt=media&token=20e3396c-d1fd-45f7-9591-438ae346168b,3Rhvm6xHVC8x6TREoCfu,False
Torian,The Lost Legion Rising,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Power Metal,https://heavymetalbest.com/album/torian/the-lost-legion-rising?albumId=0u1n8PIr0D1ZTVCv3qal,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Lost-Legion-Rising-full-length_1777045986893_200_200.webp?alt=media&token=6aff09e4-bccc-4037-9dea-b44b007668b6,0u1n8PIr0D1ZTVCv3qal,False
Eradikated,Wiring of Violence,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Thrash Metal,https://heavymetalbest.com/album/eradikated/wiring-of-violence?albumId=005X7S5F69Nzbnefiohi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWiring-of-Violence-full-length_1776976210114_200_200.webp?alt=media&token=4dad4d15-0b08-415f-8854-e8500da94621,005X7S5F69Nzbnefiohi,False
Abuser,Blood Marks,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,Thrash Metal,https://heavymetalbest.com/album/abuser/blood-marks?albumId=r8vLraglnsoG8ePGykjn,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlood-Marks-full-length_1776958818105_200_200.webp?alt=media&token=99a78174-7f27-4258-8caa-0266171bc3fb,r8vLraglnsoG8ePGykjn,False
Extinct,In Conspiracies We Trust,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,Thrash Metal,https://heavymetalbest.com/album/extinct/in-conspiracies-we-trust?albumId=qqAYe4l9PZzgd9mfiiTe,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Conspiracies-We-Trust-full-length_1776958885299_200_200.webp?alt=media&token=2552a554-14f0-408d-86d8-db7ea01a2633,qqAYe4l9PZzgd9mfiiTe,False
Mandrágora Negra,Gerrero inmortal,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,Heavy Metal,https://heavymetalbest.com/album/mandrágora-negra/gerrero-inmortal?albumId=F5hh3wZGPqzpFjSlfKO3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGerrero-inmortal-full-length_1776959026510_200_200.webp?alt=media&token=f829ef49-e82b-4706-a51d-c2fee3bd0b27,F5hh3wZGPqzpFjSlfKO3,False
Prolapsed,Apex of Excruciation,2026-05-07,"May 7, 2026",May 2026,2026-05-07T00:00:00,,https://heavymetalbest.com/album/prolapsed/apex-of-excruciation?albumId=EVT2Rra0LuhHpxauGLcB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FApex-of-Excruciation-full-length_1776959124427_200_200.webp?alt=media&token=d76926f2-0f96-4f3b-98fb-4b2df4589c8c,EVT2Rra0LuhHpxauGLcB,False
Mamorlis,Proving Grounds,2026-05-06,"May 6, 2026",May 2026,2026-05-06T00:00:00,Heavy Metal,https://heavymetalbest.com/album/mamorlis/proving-grounds?albumId=VnVyK3toJ4OzTlYvSRJW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FProving-Grounds-full-length_1776958996428_200_200.webp?alt=media&token=53fc0c0a-8f0b-4339-b8f3-cf9bfad4139c,VnVyK3toJ4OzTlYvSRJW,False
Grievance,Lúgubres Devaneios De Abismos E Sombras,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,Black Metal,https://heavymetalbest.com/album/grievance/lúgubres-devaneios-de-abismos-e-sombras?albumId=dRJ89ne0Hept1YEFfLFx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLúgubres-Devaneios-De-Abismos-E-Sombras-full-length_1776958983681_200_200.webp?alt=media&token=f790ca1d-8938-4bf0-96f8-be78b9a9faee,dRJ89ne0Hept1YEFfLFx,False
Pawitra,Pratidhi/Kontemplasi,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,,https://heavymetalbest.com/album/pawitra/pratidhi/kontemplasi?albumId=Lm4N4oqFNZK8uoEcdaJB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPratidhiKontemplasi-full-length_1776959110980_200_200.webp?alt=media&token=e22f2f6c-8f5b-4022-9439-2a076322e0dd,Lm4N4oqFNZK8uoEcdaJB,False
Möhrkvlth,Gwenojennoù an ankounac'h,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,Black Metal,https://heavymetalbest.com/album/möhrkvlth/gwenojennoù-an-ankounac'h?albumId=DdvhjkJktLhC1EecFjnE,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGwenojennoù-an-ankounac'h-full-length_1776959090992_200_200.webp?alt=media&token=b732560b-6d5e-4987-97a2-b311a0b3b15b,DdvhjkJktLhC1EecFjnE,False
Sins of Shadows,The Last Frontier,2026-05-05,"May 5, 2026",May 2026,2026-05-05T00:00:00,"Groove Metal, Heavy, Power Metal, Heavy Metal, Power",https://heavymetalbest.com/album/sins-of-shadows/the-last-frontier?albumId=15Ng23IFEjeh4ovQybMA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Last-Frontier-full-length_1776959131252_200_200.webp?alt=media&token=092cf577-0935-4295-b71c-8c3ab9f717d7,15Ng23IFEjeh4ovQybMA,False
The Last Knell,Præterhuman II: Apokathistemi,2026-05-03,"May 3, 2026",May 2026,2026-05-03T00:00:00,Black Metal,https://heavymetalbest.com/album/the-last-knell/præterhuman-ii:-apokathistemi?albumId=iSUb9IGxPHycRzZRrHCT,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPræterhuman-II-Apokathistemi-full-length_1773930960915_200_200.webp?alt=media&token=345aa219-f1c4-4b3a-b3a6-e70f725d8452,iSUb9IGxPHycRzZRrHCT,False
Geoff Tate,Operation: Mindcrime III,2026-05-03,"May 3, 2026",May 2026,2026-05-03T00:00:00,,https://heavymetalbest.com/album/geoff-tate/operation:-mindcrime-iii?albumId=IBLGHWOB5rddY5XbYduA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOperation-Mindcrime-III-full-length_1776958927199_200_200.webp?alt=media&token=a5c42b59-47d3-4ccc-953d-d3470dbc7903,IBLGHWOB5rddY5XbYduA,False
Brüle,Beltane,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Stoner, Doom Metal",https://heavymetalbest.com/album/brüle/beltane?albumId=zZuDH4ubjGEb6G5VQ6SM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBeltane-full-length_1776340821977_200_200.webp?alt=media&token=f42a377c-f20c-4d54-b912-19309a830c2b,zZuDH4ubjGEb6G5VQ6SM,False
Eveale,Enter the Woodland Realm,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/eveale/enter-the-woodland-realm?albumId=xaaECWeefSnh2K23Ydpq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEnter-the-Woodland-Realm-full-length_1776340884552_200_200.webp?alt=media&token=205de650-d518-48f1-a82b-e3eaf47867b0,xaaECWeefSnh2K23Ydpq,False
16,Forgeries Volume 1: 1972 - 1984,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/16/forgeries-volume-1:-1972---1984?albumId=xKYn4V1fKOJLnuRSC2YY,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FForgeries-Volume-1-1972---1984-full-length_1776280025369_200_200.webp?alt=media&token=24cc4c1a-5fb6-4de2-b5d0-8256e33a36ce,xKYn4V1fKOJLnuRSC2YY,False
Necropia,Our Kingdom Befouled,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/necropia/our-kingdom-befouled?albumId=wtzdmFeAzvHlGO0OlnU7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOur-Kingdom-Befouled-full-length_1776341005360_200_200.webp?alt=media&token=7c763c6f-88d4-41d5-bd88-577fcde45098,wtzdmFeAzvHlGO0OlnU7,False
Manøver,Insurrection,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Crust, Sludge Metal, Death",https://heavymetalbest.com/album/manøver/insurrection?albumId=o9Pyglx8A2V9evAiqIRJ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInsurrection-full-length_1776340973481_200_200.webp?alt=media&token=ac0468a0-cfe1-4c1d-9ca4-044269be6a6a,o9Pyglx8A2V9evAiqIRJ,False
Fyrdsman,The Free Man,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/fyrdsman/the-free-man?albumId=nIkNmyqP7E1aTjxPZV5L,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Free-Man-full-length_1776340899377_200_200.webp?alt=media&token=cbb27f64-370f-4f0b-ae9a-8d95f5817871,nIkNmyqP7E1aTjxPZV5L,False
Malconstruct,Entanglement,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/malconstruct/entanglement?albumId=lXle6LYmXG6DDX4acKOh,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEntanglement-full-length_1776280199558_200_200.webp?alt=media&token=f6c3e13a-38f9-4096-8d37-2d3cfa34b527,lXle6LYmXG6DDX4acKOh,False
Acharniae,Scornful Liberation,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/acharniae/scornful-liberation?albumId=kqTgL6je4gpZtJvkrTyR,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FScornful-Liberation-full-length_1776958866855_200_200.webp?alt=media&token=87fb6fae-4dac-46e3-8783-ebdd7d895741,kqTgL6je4gpZtJvkrTyR,False
Wandar,Tiefe Erde,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/wandar/tiefe-erde?albumId=gyl63nBLFvA6Dprzwgp6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTiefe-Erde-full-length_1776343738307_200_200.webp?alt=media&token=b67db6ec-8c1d-4c54-b462-0a36cf341660,gyl63nBLFvA6Dprzwgp6,False
Cage Fight,Exuvia,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Metalcore, Thrash Metal",https://heavymetalbest.com/album/cage-fight/exuvia?albumId=g3WOGThF66Q8qgqiIUyy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FExuvia-full-length_1776343973912.jpg?alt=media&token=17f6f8e2-b2ee-4175-a074-08f01628534c,g3WOGThF66Q8qgqiIUyy,False
Torver,Witching Hour,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Black Metal,https://heavymetalbest.com/album/torver/witching-hour?albumId=evJOqOMfGp7ZfyEwSp7O,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWitching-Hour-full-length_1776341137257_200_200.webp?alt=media&token=24004c41-d3ee-4108-bb01-4b9e840f630a,evJOqOMfGp7ZfyEwSp7O,False
Lair of the Minotaur,I Hail I,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Sludge Metal, Thrash Metal, Doom, Thrash, Doom Metal",https://heavymetalbest.com/album/lair-of-the-minotaur/i-hail-i?albumId=dnLj8BGrgySkxVOARdaG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FI-Hail-I-full-length_1776343236836_200_200.webp?alt=media&token=f2ab37e5-04b5-41af-bd0f-678e42b8f6fa,dnLj8BGrgySkxVOARdaG,False
Cognizance,"In Light, No Shape",2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,"https://heavymetalbest.com/album/cognizance/in-light,-no-shape?albumId=cUY3V7LIYMmFea6i8S4a","https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Light,-No-Shape-full-length_1776280042100_200_200.webp?alt=media&token=c41f544d-fdec-4dbb-9b8c-3d7f2aa06afd",cUY3V7LIYMmFea6i8S4a,False
Furnace Floor,Ceremonial Passage Through Fire,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/furnace-floor/ceremonial-passage-through-fire?albumId=bNRUdbD8DCsUZZiZyQhC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCeremonial-Passage-Through-Fire-full-length_1776958898811_200_200.webp?alt=media&token=f83a50fe-d75d-416b-83b1-c9f09537d2b5,bNRUdbD8DCsUZZiZyQhC,False
Vansind,Hævnen,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/vansind/hævnen?albumId=URtlwr2vXIGN220YZZ3d,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHævnen-full-length_1776280229444_200_200.webp?alt=media&token=6b121b4d-ce38-45af-943c-933c2196d16f,URtlwr2vXIGN220YZZ3d,False
In Malice's Wake,The Profound Darkness,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Thrash Metal,https://heavymetalbest.com/album/in-malice's-wake/the-profound-darkness?albumId=T6sROlv6wwEGmEjIDMCG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Profound-Darkness-full-length_1776280128978_200_200.webp?alt=media&token=a1e6847d-df65-4be2-85bd-f32dfc96dd0e,T6sROlv6wwEGmEjIDMCG,False
Ysbrydnos,Welsh Mythical Darkness,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Dungeon Synth, Black Metal",https://heavymetalbest.com/album/ysbrydnos/welsh-mythical-darkness?albumId=QVpv5ATqWsDzMa5AUT7Z,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWelsh-Mythical-Darkness-full-length_1776280235009_200_200.webp?alt=media&token=30f900a0-5ae7-4dbf-9b67-538b02f5a8c4,QVpv5ATqWsDzMa5AUT7Z,False
Stygian Mind,The Fear Machine,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Heavy Metal,https://heavymetalbest.com/album/stygian-mind/the-fear-machine?albumId=OT9Ghu0N9ioDALQ6a9CK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Fear-Machine-full-length_1776959140212_200_200.webp?alt=media&token=1103170d-a46a-4cf3-adb8-45de5add64c4,OT9Ghu0N9ioDALQ6a9CK,False
Malorshiga,Vento,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Black, Black Metal",https://heavymetalbest.com/album/malorshiga/vento?albumId=NUZh75F5ATtefCl3TcGc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVento-full-length_1776340950155_200_200.webp?alt=media&token=95adbe90-7270-432d-b4f1-b78fd501c742,NUZh75F5ATtefCl3TcGc,False
